id,title,year,study.num,assumed,file.drawer,data.source,prop.women,video.know,dim.v.dis,dim.pos.v.neg,emo,dur.manip,paq,ini.v.mod,stim,proc,proc.control,proc.aware,w.v.b,es.calc.method,b.treat,b.treat.n,b.treat.m,b.treat.sd,b.treat.se,b.compa,b.compa.n,b.compa.m,b.compa.sd,b.compa.se,b.tval,b.fval,b.pval.df,b.pval,w.n,w.treat,w.treat.m,w.treat.sd,w.treat.se,w.compa,w.compa.m,w.compa.sd,w.compa.se,w.tval,w.pval.df,w.pval,w.fval,es.dir.fpval,es,es.var,se
95,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",2006,1,no,no,peer-reviewed,0.52173913,yes,dimensional,negative,NA,no,no,modulate,film,suppress-exaggerate,no,NA,between,mean,Disgust-exaggerate,17,1.59,0.71,NA,Disgust-suppress,20,1.95,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.382178772,0.110797321,0.332862316
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,exaggerate-control,yes,yes,between,mean,Expression (self-tran),20.5,4.89,1.45,NA,Control (self-trans),20.5,4.75,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086238391,0.097651671,0.312492674
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,exaggerate-control,yes,yes,between,mean,Expression (self-interest),20.5,3.42,1.74,NA,Control (self-interest),20.5,4.08,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38701524,0.099387571,0.315257943
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,suppress-control,yes,yes,between,mean,Control (self-trans),20.5,4.75,1.78,NA,Suppress (self-trans),20.5,3.42,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799119552,0.105348684,0.32457462
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,suppress-control,yes,yes,between,mean,Control (self-interest),20.5,4.08,1.67,NA,Suppress (self-interest),20.5,4.72,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.336353304,0.098940653,0.314548332
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,suppress-exaggerate,no,NA,between,mean,Expression (self-tran),20.5,4.89,1.45,NA,Suppress (self-trans),20.5,3.42,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982832455,0.109340971,0.330667463
96,The benefits of transcending self-interest: Examining the role of self-transcendence on expressive suppression and well-being,2016,2,no,no,peer-reviewed,0.504065041,no,discrete,NA,anger,no,no,modulate,social context,suppress-exaggerate,no,NA,between,mean,Expression (self-interest),20.5,3.42,1.74,NA,Suppress (self-interest),20.5,4.72,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.672227478,0.103071827,0.321048013
97,The connection between facial expression and emotional experience,2008,1,no,yes,dissertation,0.642857143,yes,dimensional,positive,NA,no,no,modulate,film,suppress-control,yes,yes,between,mean,No instructions/manipulation,15,2.27,1.12316517,0.29,Suppression,13,1,1.44222051,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991924409,0.161159637,0.401446929
97,The connection between facial expression and emotional experience,2008,1,no,yes,dissertation,0.642857143,yes,dimensional,negative,NA,no,no,modulate,film,suppress-control,yes,yes,between,mean,No instructions/manipulation,15,2.47,1.742842506,0.45,Suppression,13,0.75,2.199386278,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874531148,0.157246971,0.396543782
98,The connection between facial expression and emotional experience,2008,2,no,yes,dissertation,0.52173913,yes,dimensional,positive,NA,no,no,modulate,film,exp.pose-suppress,no,NA,between,mean,Smile Expression,16,2.43,1.6,0.4,Neutral Expression,15,2,1.665382839,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263497955,0.130286524,0.360952247
98,The connection between facial expression and emotional experience,2008,2,no,yes,dissertation,0.52173913,yes,dimensional,negative,NA,no,no,modulate,film,exp.pose-suppress,no,NA,between,mean,Disgust Expression,15,1.64,2.246330341,0.58,Neutral Expression,15,2.08,2.439979508,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.187620895,0.133920027,0.365950853
99,The effects of BOTOX injections on emotional experience.,2010,1,no,no,peer-reviewed,1,no,dimensional,negative,NA,yes,no,modulate,film,Botox-control,yes,NA,between,mean,Restylane,35,2.95,1.538180744,0.26,Botox,33,2.8,1.551031915,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097123527,0.058943819,0.242783482
99,The effects of BOTOX injections on emotional experience.,2010,1,no,no,peer-reviewed,1,no,dimensional,positive,NA,yes,no,modulate,film,Botox-control,yes,NA,between,mean,Restylane,35,0.82,1.301537552,0.22,Botox,33,0.75,1.321249409,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053388987,0.058895418,0.242683781
99,The effects of BOTOX injections on emotional experience.,2010,1,no,no,peer-reviewed,1,no,dimensional,positive,NA,yes,no,modulate,film,Botox-control,yes,NA,between,mean,Restylane,35,1.88,1.715663137,0.29,Botox,33,2.14,1.723368794,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15121523,0.059042592,0.242986814
100,The electrocortical modulation effects of different emotion regulation strategies,2015,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,pictures,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,Control,2.96,0.063,NA,Suppress,3.02,0.6,NA,NA,NA,NA,NA,NA,-0.105058189,0.029574077,0.171971151
101,The facilitative effect of facial expression on the self-generation of emotion.,1992,1,no,no,peer-reviewed,1,no,discrete,NA,anger,no,no,initiate,NA,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"anger ""feel"" and ""show""",2.63,0.7,NA,"anger ""feel""",2.84,0.81,NA,NA,NA,NA,NA,NA,-0.275957697,0.037074154,0.1925465
101,The facilitative effect of facial expression on the self-generation of emotion.,1992,1,no,no,peer-reviewed,1,no,discrete,NA,happiness,no,no,initiate,NA,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"happy ""feel"" and ""show""",3.05,0.67,NA,"happy ""feel""",2.96,0.65,NA,NA,NA,NA,NA,NA,0.136316703,0.036046111,0.189858135
101,The facilitative effect of facial expression on the self-generation of emotion.,1992,1,no,no,peer-reviewed,1,no,discrete,NA,happiness,no,no,initiate,NA,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"peaceful ""feel"" and ""show""",1.14,0.96,NA,"peaceful ""feel""",1.41,1.1,NA,NA,NA,NA,NA,NA,-0.260338482,0.036924574,0.192157679
101,The facilitative effect of facial expression on the self-generation of emotion.,1992,1,no,no,peer-reviewed,1,no,discrete,NA,sadness,no,no,initiate,NA,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"sadness ""feel"" and ""show""",2.84,0.76,NA,"sadness ""feel""",2.95,0.63,NA,NA,NA,NA,NA,NA,-0.156236761,0.036150177,0.190132
102,The Influence of Facial Feedback on Race Bias.,2006,2,no,no,peer-reviewed,NA,no,dimensional,positive,NA,no,no,initiate,NA,incidental-control,yes,no,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,Smiling,2.04,NA,NA,Not smiling,2.35,NA,NA,NA,NA,NA,6.24,negative,-0.394968353,0.02695,0.164164552
103,The Neural Bases of Emotion Regulation: Reappraisal and Suppression of Negative Emotion,2008,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,film,suppress-control,yes,yes,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Watch-negative,NA,NA,NA,Suppress-negative,NA,NA,NA,3.3,NA,NA,NA,NA,0.800367563,0.07766436,0.278683261
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,anger,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (anger),14,14.5,15.6,4.169275374,Neutral,14,8.5,13.4,3.581300642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412607518,0.145897231,0.381964961
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,anger,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Anger (post),14.5,15.6,NA,Anger (pre),5.8,4.1,NA,NA,NA,NA,NA,NA,0.621095931,0.08520572,0.291900188
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,fear,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (anxious),14,35.1,23.4,6.253913061,Neutral,14,23.5,21.6,5.772842825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515143605,0.147595945,0.384182177
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,fear,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Anxious (post),35.1,23.4,NA,Anxious (pre),32,25.9,NA,NA,NA,NA,NA,NA,0.125278348,0.071989095,0.268307837
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,disgust,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (disgust),14,15.7,23.4,6.253913061,Neutral,14,4.1,4.8,1.282853961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686763339,0.151279355,0.388946468
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,disgust,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Disgust (post),15.7,23.4,NA,Disgust (pre),6.8,4.9,NA,NA,NA,NA,NA,NA,0.416365441,0.077620006,0.278603673
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,sadness,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (sad),14,23.2,22.3,5.959925695,Neutral,14,16,19,5.077963596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347560544,0.145014256,0.380807374
104,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,1,no,no,peer-reviewed,0.766666667,no,discrete,NA,sadness,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Sad (post),23.2,22.3,NA,Sad (pre),20.2,21.5,NA,NA,NA,NA,NA,NA,0.136917804,0.072098089,0.268510873
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,anger,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (angry),15,16.2,15.5,0,Neutral,14,6.8,9,2.405351177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734971702,0.147408745,0.383938465
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,anger,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Anger (post),16.2,15.5,NA,Anger (pre),7.7,6.5,NA,NA,NA,NA,NA,NA,0.6304951,0.079917469,0.282696779
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,fear,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (anxious),15,32.9,21.2,0,Neutral,14,24.2,22.2,5.93319957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401157582,0.140869849,0.375326323
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,fear,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Anxious (post),32.9,21.2,NA,Anxious (pre),32.9,21.2,NA,NA,NA,NA,NA,NA,0,0.066666667,0.25819889
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,disgust,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (disgust),15,8,6.5,0,Neutral,14,7.1,14.8,3.95546638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079745657,0.138204882,0.371759173
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,disgust,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Disgust (post),8,6.5,NA,Disgust (pre),12,18,NA,NA,NA,NA,NA,NA,-0.253362542,0.068806419,0.262309777
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,sadness,yes,no,initiate,NA,incidental-control,yes,no,between,mean,Negative (sad),15,19.8,20.2,5.215617573,Neutral,14,19.1,20.1,5.371950962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034736155,0.138116042,0.371639666
105,The role of facial feedback in the modulation of clinically-relevant ambiguity resolution.,2013,2,no,no,peer-reviewed,0.806451613,no,discrete,NA,sadness,yes,no,initiate,NA,incidental-control,yes,no,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Sad (post),19.8,20.2,NA,Sad (pre),20.9,15.4,NA,NA,NA,NA,NA,NA,-0.060178513,0.066787382,0.258432548
106,The sex differences in regulating unpleasant emotion by expressive suppression: Extraversion matters,2016,1,yes,no,peer-reviewed,0.514705882,no,dimensional,negative,NA,no,no,modulate,pictures,suppress-control,yes,yes,within,pval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,Control,NA,NA,NA,Suppress,NA,NA,NA,NA,67,0.5,NA,negative,-0.08224009,0.014755613,0.121472686
107,The social consequences of expressive suppression,2003,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,social context,suppress-control,yes,yes,between,mean,Uninstructed Participants,12,2.3,1.9,0.548482756,Suppression,12,2.5,2,0.577350269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.102530403,0.166885677,0.408516434
108,The social consequences of expressive suppression,2003,2,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,social context,suppress-control,yes,yes,between,mean,Uninstructed Participants experience about partner,21,1,0.09,NA,Suppression,21,2.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.834973256,0.103537861,0.321772996
109,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,1,no,no,peer-reviewed,0.5,no,dimensional,NA,NA,yes,no,initiate,NA,incidental-incidental,no,NA,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Smile condition,30.9,15.24204711,2.2,Frown condition,25.8,15.6577393,2.26,NA,NA,NA,12.62,positive,0.512754002,0.023572049,0.153531914
110,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,2,no,no,peer-reviewed,0.5,no,dimensional,positive,NA,no,no,modulate,pictures,incidental-incidental,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Smile condition,28.1,14.59895887,1.49,Frown condition,27.5,14.20704051,1.45,0.98,NA,NA,NA,NA,0.100020831,0.010468772,0.102317016
110,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,2,no,no,peer-reviewed,0.5,no,dimensional,negative,NA,no,no,modulate,pictures,incidental-incidental,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Frown condition,18.7,16.06865271,1.64,Smile condition,16.6,17.24440779,1.76,3.15,NA,NA,NA,NA,0.321495529,0.010954997,0.10466612
111,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,3,no,no,peer-reviewed,0.508196721,no,dimensional,NA,NA,yes,no,initiate,NA,incidental-incidental,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Smile condition,13.1,16.63583181,2.13,Frown condition,12.2,18.27598424,2.34,0.43,NA,NA,NA,NA,0.055055858,0.016418288,0.128133868
111,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,3,no,no,peer-reviewed,0.508196721,no,dimensional,positive,NA,yes,no,modulate,pictures,incidental-incidental,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Smile condition,NA,NA,NA,Frown condition,NA,NA,NA,2.42,NA,NA,NA,NA,0.309849249,0.017180382,0.131073955
111,The voluntary facial action technique: A method to test the facial feedback hypothesis.,2011,3,no,no,peer-reviewed,0.508196721,no,dimensional,negative,NA,yes,no,modulate,pictures,incidental-incidental,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,Frown condition,NA,NA,NA,Smile condition,NA,NA,NA,2.67,NA,NA,NA,NA,0.341858469,0.017351371,0.131724601
112,Timing effects of antecedent- and response-focused emotion regulation strategies,2013,1,no,no,peer-reviewed,0.5,no,NA,NA,NA,NA,yes,NA,pictures,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Control (natural, maintenance responding)",6.99,0.57,NA,Suppression,6.44,0.63,NA,NA,NA,NA,NA,NA,0.913248383,0.070850565,0.266177695
113,Weeping propensity and the effects of laboratory expression and inhibition,1996,1,no,no,peer-reviewed,1,no,dimensional,negative,NA,no,no,modulate,film,suppress-exaggerate,no,NA,between,mean,Expression (high weepers),12,15.42,15.47,4.465804332,Inhibition (high weepers),7,14.86,8.4,3.174901573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041767996,0.226236386,0.475643129
113,Weeping propensity and the effects of laboratory expression and inhibition,1996,1,no,no,peer-reviewed,1,no,dimensional,negative,NA,no,no,modulate,film,suppress-exaggerate,no,NA,between,mean,Expression (low weepers),8,20,16.84,5.953839098,Inhibition (high weepers),8,6.88,11.63,4.111825933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906616171,0.275686028,0.525058118
114,The effect of facial expressions on the evaluation of ambiguous statements,2015,1,no,no,peer-reviewed,0.76056338,no,NA,NA,NA,no,yes,NA,pictures,exp.pose-exp.pose,no,NA,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Reacted with zygomaticus,3.36,NA,0.62,Reacted with corrugator,1.02,NA,0.75,NA,NA,NA,16.78,positive,0.486146098,0.015748859,0.125494459
115,Affect-specific activation of shared networks for perception and execution of facial expressions,2013,1,no,no,peer-reviewed,0.53125,yes,discrete,NA,happiness,no,no,modulate,pictures,exp.pose-control,yes,yes,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Mimic happy expression,4.96,1.18,NA,Mimic neutral expression,2,1.17,NA,9.83,26,0.00025,NA,NA,1.891784382,0.103312003,0.321421845
115,Affect-specific activation of shared networks for perception and execution of facial expressions,2013,1,no,no,peer-reviewed,0.53125,yes,discrete,NA,happiness,no,no,modulate,pictures,exp.pose-control,yes,yes,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Mimic happy expression,4.96,1.18,NA,Mimic non-emotional expression,2.92,1.44,NA,5.92,26,0.0001,NA,NA,1.139304531,0.061074348,0.247132249
116,Are we puppets on a string? The contextual meaning of unconscious expressive cues,2004,1,yes,no,peer-reviewed,NA,no,dimensional,positive,NA,no,no,modulate,pictures,exp.pose-exp.pose,no,NA,between,pval,Cheek contracted,36,NA,NA,NA,Brow contracted,36,NA,NA,NA,NA,NA,70,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.159808664,0.055732908,0.236078183
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,positive,NA,no,no,modulate,social context,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Enhancement (positive),217.3,15.6,NA,Neutral (positive),255.2,19,NA,NA,NA,NA,NA,NA,-2.159693168,0.111071243,0.333273526
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,imagined scenarios,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Enhancement (positive),170.2,16,NA,Neutral (positive),205,17.5,NA,NA,NA,NA,NA,NA,-2.071391876,0.104844405,0.323796858
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,positive,NA,no,no,modulate,imagined scenarios,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Neutral (positive),255.2,19,NA,Suppression(positive),175.4,13.2,NA,NA,NA,NA,NA,NA,4.731594915,0.406466507,0.637547259
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,imagined scenarios,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Neutral (positive),205,17.5,NA,Suppression(positive),174.6,18.8,NA,NA,NA,NA,NA,NA,1.67171813,0.079910692,0.282684792
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,positive,NA,no,no,modulate,imagined scenarios,suppress-exaggerate,no,NA,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Enhancement (positive),217.3,19,NA,Suppression(positive),175.4,13.2,NA,NA,NA,NA,NA,NA,2.484383796,0.136202714,0.369056519
117,Emotional responding following experimental manipulation of facial electromyographic activity.,1987,1,no,no,peer-reviewed,1,yes,dimensional,negative,NA,no,no,modulate,imagined scenarios,suppress-exaggerate,no,NA,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Enhancement (positive),170.2,16,NA,Suppression(positive),174.6,18.8,NA,NA,NA,NA,NA,NA,-0.250453192,0.03437878,0.185415156
118,Neuromodulation of Emotion Using Functional Electrical Stimulation Applied to Facial Muscles,2014,1,no,no,peer-reviewed,0.5,no,dimensional,positive,NA,no,no,initiate,NA,exp.pose-control,yes,yes,within,pval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Post-smiling,26.17,8.83,NA,Pre-smiling,30.83,8.84,NA,NA,23,0.01,NA,negative,-0.573044997,0.048507929,0.220245155
118,Neuromodulation of Emotion Using Functional Electrical Stimulation Applied to Facial Muscles,2014,1,yes,no,peer-reviewed,0.5,no,dimensional,positive,NA,no,no,initiate,NA,exp.pose-control,yes,yes,within,pval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Post-smiling with FES,NA,NA,NA,Pre-smiling with FES,NA,NA,NA,NA,23,0.5,NA,negative,-0.139887558,0.042074344,0.205120317
119,Individual differences in self-attribution of emotion.,1974,1,yes,no,peer-reviewed,0.5,no,dimensional,positive,NA,NA,no,modulate,pictures,exp.pose-exp.pose,no,NA,within,pval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Posing smiling,2.23,NA,NA,Posing frown,2.38,NA,NA,NA,25,0.5,NA,negative,-0.134227759,0.038808021,0.196997515
142,Individual differences in self-attribution of emotion.,1974,2,no,no,peer-reviewed,0.5,no,dimensional,positive,NA,NA,no,modulate,pictures,exp.pose-exp.pose,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Posing smiling,3.19,NA,NA,Posing frown,1.04,NA,NA,1.78,NA,NA,NA,NA,0.349086721,0.04080503,0.202002548
120,Voluntary expressive changes and emotion.,1982,1,no,no,peer-reviewed,0.555555556,yes,discrete,NA,fear,no,no,initiate,NA,exp.pose-control,yes,yes,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Anxious posing,10.5,NA,NA,Normal face posing,8.1,NA,NA,NA,NA,NA,1.69,positive,0.250185117,0.038196159,0.195438377
121,Culture and Emotional Suppression,2011,1,yes,yes,dissertation,0.234375,yes,discrete,NA,fear,NA,no,modulate,film,suppress-control,yes,yes,between,pval,control,21.33333333,NA,NA,NA,suppress,21.33333333,NA,NA,NA,NA,NA,40.66666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.208381325,0.094258861,0.307016059
